[2025-07-21 06:00:01] INFO - 🔧 Logging initialized
[2025-07-21 06:00:01] INFO - 프로그램 시작됨
[2025-07-21 06:00:01] INFO - 
🚀 크롤러 실행 시도 1/3
[2025-07-21 06:00:15] INFO - 🔢 총 공고 수: 172505건 → 최대 페이지 수: 3451 페이지
[2025-07-21 06:00:15] INFO - 
📄 현재 페이지: 1
[2025-07-21 06:00:15] INFO - 0001 | 미래비전 | 우수기업/AP/코써/PCB생산/SMT OP/3조2교대/기숙사1인실 | 1시간 전 등록
[2025-07-21 06:00:51] INFO - 0172 | 니드펫 | 반려동물용품 거래처 납품 및 관리 사원 모집(신입,경력직) | 10시간 전 등록
[2025-07-21 06:00:51] INFO - 0173 | 경희든든한의원 | 주 4.5일 근무, 경희든든한의원(정릉시장)에서 간호조무사 선생님 모십니다 | 10시간 전 등록
[2025-07-21 06:00:52] INFO - 0174 | 정관링구아어학원 | 사하괴정,정관신도시에 위치한 영어학원에서 선생님을 채용합니다. | 10시간 전 등록
[2025-07-21 06:00:52] INFO - 0175 | 비421(B421) | 매장을 함께 키워나갈 인재를 찾습니다 | 10시간 전 등록
[2025-07-21 06:00:52] INFO - 0176 | 씨아이에이치 | CIHSHOP 애니/K-POP 매장사원 채용 | 10시간 전 등록
[2025-07-21 06:00:52] INFO - 0177 | ㈜세컨드플랜 | [루비스 Ruby`s] 한남점 주방 정규직 신입/경력 채용 | 10시간 전 등록
[2025-07-21 06:00:52] INFO - 0178 | 원공인중개사 | 부동산중개원모집 전,월세 무보증 프리랜서 같이 일하면서 배우실분 모집중 | 10시간 전 등록
[2025-07-21 06:00:52] INFO - 0179 | 경희든든한의원 | 주 4.5일 근무, 정릉 시장 입구 경희든든한의원 간호조무사 모십니다. | 10시간 전 등록
[2025-07-21 06:00:52] INFO - 0180 | 유한회사 아르온 | 광주 신안동 온유 호텔 3교대 [모닝,주간,야간] 정직원 채용 | 10시간 전 등록
[2025-07-21 06:00:53] INFO - 0181 | 파티나(PATINA) | 이탈리안 레스토랑에서 와인을 배우며 식당 운영을 배워보실 분을 찾습니다 | 10시간 전 등록
[2025-07-21 06:00:53] INFO - 0182 | 파티나(PATINA) | 이탈리안 레스토랑 파티나에서 함께 성장하실 새 맴버를 모집합니다 | 10시간 전 등록
[2025-07-21 06:00:53] INFO - 0183 | 쿠우쿠우 여수점 | 쿠우쿠우 여수점 홀 매니저를 모집합니다. | 10시간 전 등록
[2025-07-21 06:00:53] INFO - 0184 | 주식회사 엔데오 | 포천 명장시대에서 바리스타 홀캐셔 모집합니다. | 10시간 전 등록
[2025-07-21 06:00:53] INFO - 0185 | 내일한방병원 | 내일한방병원 조리사 모집 | 10시간 전 등록
[2025-07-21 06:00:53] INFO - 0186 | ㈜거륜 | - 제목: 부산 `드링클럽` 광안점,해운대점 바리스타 채용 (경력) | 10시간 전 등록
[2025-07-21 06:00:54] INFO - 0187 | ㈜인포플라 | [인포플라] Business Development Manager 채용 | 10시간 전 등록
[2025-07-21 06:00:54] INFO - 0188 | ㈜로쉬코리아 | 오뉴하우스 바리스타 모집 | 10시간 전 등록
[2025-07-21 06:00:54] INFO - 0189 | 의료법인 대산의료재단 동안성병원 | [ 동안성병원 ] 정신병동 간호조무사 채용 공고 (월10일근무/기숙사) | 10시간 전 등록
[2025-07-21 06:00:54] INFO - 0190 | ㈜오벨리베이커리까페 | 베이커리카페 스케줄근무(오픈,마감) | 10시간 전 등록
[2025-07-21 06:00:54] INFO - 0191 | 테이블린 미사현대 1차점 | 프리미엄 중식당 -테이블린- 과 함께 할 평일 아르바이트를 기다립니다. | 11시간 전 등록
[2025-07-21 06:00:54] INFO - 0192 | ㈜정정당당 | 피자 매니저 구인 (피자 배우실 분) | 11시간 전 등록
[2025-07-21 06:00:54] INFO - 0193 | ㈜정정당당 | [서울/인천/경기 지역] 영업지원팀 홀 매니저 구인 | 11시간 전 등록
[2025-07-21 06:00:55] INFO - 0194 | 베이크오프 | 유럽빵전문 베이크오프에서 바리스타 매장 팀원 모집합니다 | 11시간 전 등록
[2025-07-21 06:00:55] INFO - 0195 | 플랜비커피로스터즈 | 플랜비커피로스터즈 바리스타팀장 채용 | 11시간 전 등록
[2025-07-21 06:00:55] INFO - 0196 | ㈜키디에스 | 블로그, SNS 작성 마케팅, 스토어 관리 등 회사 홍보 관련 업무 | 11시간 전 등록
[2025-07-21 06:00:55] INFO - 0197 | 오프온 | 해운대 브런치 카페 매니저 모집 | 11시간 전 등록
[2025-07-21 06:00:55] INFO - 0198 | 세무법인위더스 경기북부지점 | (일산)세무사사무실에서 7년이상 경력직 직원을 구합니다. | 11시간 전 등록
[2025-07-21 06:00:55] INFO - 0199 | ㈜공실노노부동산중개법인 | 공실노노부동산과 함께 할 부동산중개 전문 인재를 모집합니다. | 11시간 전 등록
[2025-07-21 06:00:56] INFO - 0200 | 비에프(BF)노동법률사무소 | [노무법인] 고객사 급여아웃소싱(노무법인 1년이상, 연봉 4800) | 11시간 전 등록
[2025-07-21 06:00:56] INFO - ⏱ 1.69초 대기
[2025-07-21 06:00:58] INFO - 
📄 현재 페이지: 5
[2025-07-21 06:00:58] INFO - 0201 | ㈜보이스루 | [totus/카카오계열사]웹툰 한국어TO 프랑스어 번역 프리랜서 모집 | 11시간 전 등록
[2025-07-21 06:00:58] INFO - 0202 | 트라어학원 | [트라어학원]중등부 부원장 채용 | 11시간 전 등록
[2025-07-21 06:00:58] INFO - 0203 | 잉리글로벌에듀케이션 | EnRe Library 영어 도서관 파트타임 선생님 (의왕) | 11시간 전 등록
[2025-07-21 06:00:58] INFO - 0204 | 잉리글로벌에듀케이션 | EnRe Library 영어 도서관 파트타임 선생님 토요일 (의왕) | 11시간 전 등록
[2025-07-21 06:00:58] INFO - 0205 | 듀오컴 | 편집 디자이너를 모십니다. / 인디자인, 포토샵, 일러스트외 | 11시간 전 등록
[2025-07-21 06:00:59] INFO - 0206 | ㈜크리비즈 | 집가까운 수원에서..기프트/기념품/상품소싱/B2B영업및고객관리/온라인MD/ | 11시간 전 등록
[2025-07-21 06:00:59] INFO - 0207 | ㈜허머스키친파르나스몰점 | 허머스키친 홀 정직원 모집합니다. | 11시간 전 등록
[2025-07-21 06:00:59] INFO - 0208 | 커피빈 이태원몬드리안호텔점 | 커피빈코리아 용산/이태원 지역 8H 슈퍼바이저 채용 | 11시간 전 등록
[2025-07-21 06:00:59] INFO - 0209 | 느린마을양조장 부산해운대센텀점 | 느린마을양조장 부산해운대센텀점 홀파트 근무자 모집 | 11시간 전 등록
[2025-07-21 06:00:59] INFO - 0210 | 현대그린푸드 | 현대그린푸드 더현대대구 푸드코트 신입 조리사 모집 | 11시간 전 등록
[2025-07-21 06:00:59] INFO - 0211 | 바오밥 매트 | 층간소음매트시공 견습생모집 | 11시간 전 등록
[2025-07-21 06:01:00] INFO - 0212 | 라이언베이커 | [라이언베이커 LION BAKER] 제빵사 팀원 채용 공고 | 11시간 전 등록
[2025-07-21 06:01:00] INFO - 0213 | 음악은맑음 | 피아노 성악 렛슨선생님 모집 | 11시간 전 등록
[2025-07-21 06:01:00] INFO - 0214 | ㈜차이들 | 논현/잠원 캐주얼 중식당 차이들 주방 직원 모집합니다 | 11시간 전 등록
[2025-07-21 06:01:00] INFO - 0215 | 찰찰보리식빵 | 찰찰보리식빵암사점에서직원구합니다 | 11시간 전 등록
[2025-07-21 06:01:00] INFO - 0216 | 스시전 대구점 | [스시전 대구점] 헤드셰프님 채용합니다. | 11시간 전 등록
[2025-07-21 06:01:00] INFO - 0217 | ㈜베이크플러스 | [SAVENCIA] 구매팀 Purchasing Specialist 경력사원 채용 | 11시간 전 등록
[2025-07-21 06:01:01] INFO - 0218 | 광신자동차공업사 | 광주 북구 하체부 반장급 정비사님 모집 | 11시간 전 등록
[2025-07-21 06:01:01] INFO - 0219 | 더리본㈜더파티센텀 | 더파티센텀점 조리부에서 일할 직원을 모습합니다. | 12시간 전 등록
[2025-07-21 06:01:01] INFO - 0220 | 명당양과신시가지점 | 명당양과본점 제빵 제과 신입 모집합니다. | 12시간 전 등록
[2025-07-21 06:01:01] INFO - 0221 | 테스(TES) | 테스:인테리어 현장감리 디자이너 채용 모집 | 12시간 전 등록
[2025-07-21 06:01:01] INFO - 0222 | 이제이글로벌 | (제주) 의료기기 병원 영업 신입/경력 채용 | 12시간 전 등록
[2025-07-21 06:01:01] INFO - 0223 | 리메세㈜ | [투자유치 완료] 다양하고 새로운 글로벌팀 인재모집 | 12시간 전 등록
[2025-07-21 06:01:01] INFO - 0224 | 일락커피/illac coffee | 111LAC 일일일락 카페 바리스타, 아르바이트 모집 | 12시간 전 등록
[2025-07-21 06:01:02] INFO - 0225 | 정초밥 | 봉선동 정초밥 입니다 주방직원 모집합니다. | 12시간 전 등록
[2025-07-21 06:01:02] INFO - 0226 | ㈜모드파티 | [프리/경력] 퍼스널 스타일리스트, 일반인 토탈스타일링 진행해주실 분 | 12시간 전 등록
[2025-07-21 06:01:02] INFO - 0227 | 제트엑스벤쳐스㈜ | [ OB맥주 ] 강남역 구스아일랜드 FOH Manager 채용 - 주5일 8시간 | 12시간 전 등록
[2025-07-21 06:01:02] INFO - 0228 | 대성물산 | 영업사원및지게차운전사 | 12시간 전 등록
[2025-07-21 06:01:02] INFO - 0229 | ㈜렌탈페이 | ㈜렌탈페이에서 이커머스 웹디자이너 경력직원 채용 | 12시간 전 등록
[2025-07-21 06:01:02] INFO - 0230 | ㈜렌탈페이 | ㈜렌탈페이에서 프론트엔드 개발자 경력직 모집 합니다 | 12시간 전 등록
[2025-07-21 06:01:03] INFO - 0231 | 쿠팡 주식회사 | [쿠팡풀필먼트서비스] 물류센터 운영관리자 - 인천 | 12시간 전 등록
[2025-07-21 06:01:03] INFO - 0232 | ㈜비오엔 | [비오엔] 고도몰 기반 독립쇼핑몰 & 커뮤니티 기능 개발자 모집 | 12시간 전 등록
[2025-07-21 06:01:03] INFO - 0233 | 스페이스먼트 | AI기업 풀스택 개발자 채용 | 12시간 전 등록
[2025-07-21 06:01:03] INFO - 0234 | 일러스타㈜ | 경리 사무보조 신입 채용 공고 | 12시간 전 등록
[2025-07-21 06:01:03] INFO - 0235 | ㈜트리쉐이드 | 국대한우 온라인 쇼핑몰 정규직 AMD,MD모집 | 12시간 전 등록
[2025-07-21 06:01:03] INFO - 0236 | ㈜엘리지에 | 뷰티 브랜드 디자이너 (신입) | 12시간 전 등록
[2025-07-21 06:01:03] INFO - 0237 | 애니스튜디오 노원 도봉점 | 애니스튜디오 노원도봉점 확장으로 인한 메이크업 실장님 충원 합니다. | 12시간 전 등록
[2025-07-21 06:01:04] INFO - 0238 | ㈜헬로우코리안 | 글로벌 한국어 교육을 함께할 온라인 한국어 교사 채용 | 12시간 전 등록
[2025-07-21 06:01:04] INFO - 0239 | 르이데아호텔 | 르이데아호텔 야간근무자 채용(19-09시 격일근무) | 12시간 전 등록
[2025-07-21 06:01:04] INFO - 0240 | 화이트오페라 | 인천 청라 화이트오페라 생산직(제빵제과) 사원 모집 | 12시간 전 등록
[2025-07-21 06:01:04] INFO - 0241 | 케이에프앤에스㈜ | [서울 강서 김포공항] 병원 시설관리(FM) 시설소장님 모집 | 12시간 전 등록
[2025-07-21 06:01:04] INFO - 0242 | 유앤아이의원 안양점 | 유앤아이의원 안양점 상담실장 모집 / 주 4일 /기본급/정착지원금/인센티브 | 12시간 전 등록
[2025-07-21 06:01:04] INFO - 0243 | 듀이디의원 | [신사역] 상담실장, 코디팀, 간호팀, 피부팀 인원 충원 모집 | 12시간 전 등록
[2025-07-21 06:01:04] INFO - 0244 | ㈜지네이션 | [양재]이탈리안 레스토랑`브리즈`홀직원(주5일근무/일요일휴무보장) | 12시간 전 등록
[2025-07-21 06:01:05] INFO - 0245 | ㈜이세큐 | 이마트 트레이더스 송림점 무빙 알바 모집 | 12시간 전 등록
[2025-07-21 06:01:05] INFO - 0246 | 현대과천대로판매대리점 | 자동차 신차 영업담당 카마스터 모집 | 12시간 전 등록
[2025-07-21 06:01:05] INFO - 0247 | 키트넷 | 판교 삼성 Java Nexacro ,C# 운영 모집 | 12시간 전 등록
[2025-07-21 06:01:05] INFO - 0248 | 중앙하이텔㈜ | 삼성반도체(기흥 / 화성 캠퍼스) OA/LAN 유지보수 채용 | 12시간 전 등록
[2025-07-21 06:01:05] INFO - 0249 | ㈜헬로우코리안 | 한국어 교육 콘텐츠 PD 채용 (Content Creator/Editor) | 12시간 전 등록
[2025-07-21 06:01:05] INFO - 0250 | 쿠팡풀필먼트서비스 유한회사 | [쿠팡CFS] 부천2신선센터 재고조사 ICQA Team Captain 정규직 채용 | 12시간 전 등록
[2025-07-21 06:01:05] INFO - ✅ 5페이지마다 CSV 저장 완료 (총 250건)
[2025-07-21 06:01:05] INFO - ⏱ 2.66초 대기
[2025-07-21 06:01:08] INFO - 
📄 현재 페이지: 6
[2025-07-21 06:01:09] INFO - 0251 | 한진택배 대덕북영업소 | 대전 대덕구에서 근무하실 배송기사님을 모십니다. | 12시간 전 등록
[2025-07-21 06:01:09] INFO - 0252 | ㈜라이온로보틱스 | 능력, 인성 보유한 로봇 소프트웨어 개발 전문 인재 채용(대전 근무) | 13시간 전 등록
[2025-07-21 06:01:09] INFO - 0253 | 티에스애드(TsAd) | 바이럴마케팅 실무 및 사무보조 신입 채용공고 | 13시간 전 등록
[2025-07-21 06:01:09] INFO - 0254 | 대림관광호텔(테크닉스대전지점) | 대전 베니키아 호텔 대림 프론트 클락모집 | 13시간 전 등록
[2025-07-21 06:01:09] INFO - 0255 | 해태산업 | 라도무스 아트센터 드레스실 주말 아르바이트 모집 | 13시간 전 등록
[2025-07-21 06:01:10] INFO - 0256 | 서현레이저 | 용접기술직원 모집 | 13시간 전 등록
[2025-07-21 06:01:10] INFO - 0257 | ㈜네비팜텍 | 의약품 연구원 채용 - 의약품 연구개발 전문기업, 네비팜텍 | 13시간 전 등록
[2025-07-21 06:01:10] INFO - 0258 | 이인섭안과의원 | [이인섭안과] 임상병리사 채용 | 13시간 전 등록
[2025-07-21 06:01:10] INFO - 0259 | ㈜크로스이엔지 | UPS 설치 및 유지보수 채용공고 | 13시간 전 등록
[2025-07-21 06:01:10] INFO - 0260 | 해태산업 | 라도무스웨딩홀) 혼주메이크업실 남자헤어메이크업 경력자채용 | 13시간 전 등록
[2025-07-21 06:01:10] INFO - 0261 | ㈜클릭브랜즈(Klick Brands Inc.) | [클릭브랜즈] 뷰티 브랜드 디자이너 | 13시간 전 등록
[2025-07-21 06:01:11] INFO - 0262 | ㈜운산네트웍스 | 퀵오일 오일교환 전문점 (연평균 5,000) | 13시간 전 등록
[2025-07-21 06:01:11] INFO - 0263 | 모노리스제주파크㈜ | [제주 9.81파크] 무동력 레이싱 차량(Gravity Racer) 정비직 경력 채용 | 13시간 전 등록
[2025-07-21 06:01:11] INFO - 0264 | 모노리스제주파크㈜ | [제주 9.81파크] 브랜드스토어 SPACECUP 판매직 채용 | 13시간 전 등록
[2025-07-21 06:01:11] INFO - 0265 | 하이모안동지점 | 하이모 안동지점 헤어 디자이너 채용 공고 | 13시간 전 등록
[2025-07-21 06:01:11] INFO - 0266 | ㈜신명 써비스 | [메가마트 동래점] 시설팀 소장님 모집합니다. | 13시간 전 등록
[2025-07-21 06:01:11] INFO - 0267 | 닥터에버스의원 | [닥터에버스 송도/업계최고] 피부관리사 선생님을 모십니다 (주 4가능) | 13시간 전 등록
[2025-07-21 06:01:12] INFO - 0268 | ㈜후스후무무 | 후스후무무 베이커리 홀 주말 마감 파트타이머 공고 | 13시간 전 등록
[2025-07-21 06:01:12] INFO - 0269 | 닥터에버스의원 | [닥터에버스 송도/업계최고] 간호조무사 선생님을 모십니다 (주4 가능) | 13시간 전 등록
[2025-07-21 06:01:12] INFO - 0270 | ㈜에버라인 | [에버라인] 경영지원부(재무/회계/세무 등) 팀원 채용 | 13시간 전 등록
[2025-07-21 06:01:12] INFO - 0271 | ㈜성원푸드 | [부산 해운대 반여동 성원푸드 ]식자재 납품직원 모집 | 13시간 전 등록
[2025-07-21 06:01:12] INFO - 0272 | 주식회사 더랜치브루잉 을지로3가점(맥주덕후) | `THE RANCH BREWING` 을지로 BoH 도우메이커 모집 | 13시간 전 등록
[2025-07-21 06:01:12] INFO - 0273 | 제이제이로지스틱스㈜ | JJLOGISTICS 이천 설성 쿠팡 보충 물류 센터 사원(주임) 채용 | 13시간 전 등록
[2025-07-21 06:01:12] INFO - 0274 | 마고플레인 비스타 | 마고플레인비스타 제빵사 모집 | 13시간 전 등록
[2025-07-21 06:01:13] INFO - 0275 | 제이제이로지스틱스㈜ | JJLOGISTICS㈜ 서울 강동지사 잡매니저(사무직/주임급) 신규/경력자 채용 | 13시간 전 등록
[2025-07-21 06:01:13] INFO - 0276 | 인트로맨㈜ | [시청역/고려해운/평일] 서류접수 및 발급 / 수납 및 입금정리 | 13시간 전 등록
[2025-07-21 06:01:13] INFO - 0277 | ㈜투웨이컴(ToWayCom,.Ltd) | 월300만 현대,기아,외제차 자동차용품 포장,자재관리 담당자 모집 | 13시간 전 등록
[2025-07-21 06:01:13] INFO - 0278 | 단위 | 단위 지기 채용(생산관리 팀장) | 13시간 전 등록
[2025-07-21 06:01:13] INFO - 0279 | 터한의원 분당점 | 주 4일, 37시간, 2,700) 미금역 한의원 데스크 선생님을 모십니다 | 13시간 전 등록
[2025-07-21 06:01:13] INFO - 0280 | 주식회사 사이먼스테이크 | [사이먼스테이크 삼산동] 정직원(신입,경력직) 모집 | 13시간 전 등록
[2025-07-21 06:01:14] INFO - 0281 | 오앤아이 | 자금 컨설팅 아웃바운드 스케줄 TM 사원 모집 | 13시간 전 등록
[2025-07-21 06:01:14] INFO - 0282 | (주)새미쥬얼리 | 쥬얼리업체에서 함께 성장할 인재를 모십니다. | 13시간 전 등록
[2025-07-21 06:01:14] INFO - 0283 | ㈜스타에이치알 | 외국어활용/알리페이/위챗페이/텍스리펀드/본사사무 | 14시간 전 등록
[2025-07-21 06:01:14] INFO - 0284 | 샌마르 | 샌마르피자 팀원 채용 | 14시간 전 등록
[2025-07-21 06:01:14] INFO - 0285 | ㈜하이비코리아 | 온라인 쇼핑몰 운영관리 팀장 포지션 | 14시간 전 등록
[2025-07-21 06:01:14] INFO - 0286 | 무니버니 | [무니버니]온라인 MD 채용 | 14시간 전 등록
[2025-07-21 06:01:14] INFO - 0287 | ㈜아테페(A.T.P. Co., Ltd.) | [아테페/압구정] 조리 스태프 채용 - 요리를 사랑하는 당신을 기다립니다 | 14시간 전 등록
[2025-07-21 06:01:15] INFO - 0288 | ㈜제노코 | (주) 제노코 형상관리팀 인원 채용-상장사 | 14시간 전 등록
[2025-07-21 06:01:15] INFO - 0289 | ㈜위스키내비 | 일러스트레이터 & 아트디렉팅 업무자 구인 | 14시간 전 등록
[2025-07-21 06:01:15] INFO - 0290 | 청하고려인삼㈜ | 사후면세점 정규직 계산원 채용 | 14시간 전 등록
[2025-07-21 06:01:15] INFO - 0291 | ㈜더스콜라스 | 영국/미국/국제학교 교육과정 전 과목 강사 모집 | 14시간 전 등록
[2025-07-21 06:01:15] INFO - 0292 | 로웨이 | 남성의류 쇼핑몰 피팅모델 / 사진 촬영 / 초보자도 가능 / 포토그래퍼 | 14시간 전 등록
[2025-07-21 06:01:15] INFO - 0293 | 허브아일랜드 영농조합법인 | [허브아일랜드] 레스토랑 홀서버 모집 | 14시간 전 등록
[2025-07-21 06:01:15] INFO - 0294 | ㈜스타에이치알 | 중국어활용/신입가능/김해공항경험쌓기/텍스리펀드 | 14시간 전 등록
[2025-07-21 06:01:16] INFO - 0295 | ㈜헤비스테이크 여의도점 | (주)헤비스테이크 여의도점 주5일 직원 채용(신입/경력) | 14시간 전 등록
[2025-07-21 06:01:16] INFO - 0296 | 티에스오토㈜ | 천안 캐딜락서비스센터 리셉션 채용 | 14시간 전 등록
[2025-07-21 06:01:16] INFO - 0297 | 티에스오토㈜ | 천안캐딜락서비스센터 리셉션 채용 | 14시간 전 등록
[2025-07-21 06:01:16] INFO - 0298 | ㈜스타에이치알 | (신입환영/레미콘운전원/김포공장/식사제공) | 14시간 전 등록
[2025-07-21 06:01:16] INFO - 0299 | ㈜스타에이치알 | 코오롱/아우디전시장리셉션/하남스타필드지점/1년후소속전환 | 14시간 전 등록
[2025-07-21 06:01:16] INFO - 0300 | ㈜아이피시 | [연세의료원/신입/환영] 신촌세브란스 중앙멸균파트 업무 사원 모집 | 14시간 전 등록
[2025-07-21 06:01:16] INFO - ⏱ 2.54초 대기
[2025-07-21 06:01:19] INFO - 
📄 현재 페이지: 7
[2025-07-21 06:01:20] INFO - 0301 | ㈜오아이 | 생성형AI기반 영상 제작 담당자 모집 | 14시간 전 등록
[2025-07-21 06:01:20] INFO - 0302 | 영우유통 | 무인매장 납품사원모집 (초보자환영) | 14시간 전 등록
[2025-07-21 06:01:20] INFO - 0303 | 다이닝늘 홍대점 | 다이닝늘 홍대점에서 (사원급, 주임급) 쉐프님 모십니다 | 14시간 전 등록
[2025-07-21 06:01:20] INFO - 0304 | 오프너(opener) | [오프너] 해외 디자이너 브랜드 편집샵 매장스태프 모집 | 14시간 전 등록
[2025-07-21 06:01:20] INFO - 0305 | ㈜결 | 일자리 매칭 AI 비서, 풀스택 개발자 채용 | 14시간 전 등록
[2025-07-21 06:01:20] INFO - 0306 | ㈜현에프앤비 | 용인 대형카페 SETT 바리스타 정직원 및 파트타이머 모집 | 14시간 전 등록
[2025-07-21 06:01:21] INFO - 0307 | 내추럴하이 | 내추럴하이 [홀] 파트타이머 모집 | 14시간 전 등록
[2025-07-21 06:01:21] INFO - 0308 | 21그램그룹 | [21그램 반려동물 장례식장]반려동물 장례 인바운드CS·CX Manager. | 14시간 전 등록
[2025-07-21 06:01:21] INFO - 0309 | ㈜커넥텀엑스 하늘교육 | 안산/시흥 전과목 과외식 방문교사 | 14시간 전 등록
[2025-07-21 06:01:21] INFO - 0310 | 벅벅 이태원점 | 수제버거 벅벅 정직원채용 | 15시간 전 등록
[2025-07-21 06:01:21] INFO - 0311 | 내가 찾는 사진관 | 베이비 스튜디오 촬영 구인 | 15시간 전 등록
[2025-07-21 06:01:21] INFO - 0312 | 한국호텔리어협회 | 특급관광호텔&골프장호텔 부문별 채용 (호텔리어, 프론트, 식음료, 조리사 | 15시간 전 등록
[2025-07-21 06:01:21] INFO - 0313 | 한국호텔리어협회 | 특급호텔&골프장호텔 호텔리어 정규직 | 15시간 전 등록
[2025-07-21 06:01:22] INFO - 0314 | 24시인천이음동물의료센터 | [24시인천이음동물의료센터] 매니저 모집합니다. | 15시간 전 등록
[2025-07-21 06:01:22] INFO - 0315 | ㈜고래사 | [신입/경력] 고래사어묵 신세계백화점 대구점 정직원 채용 | 15시간 전 등록
[2025-07-21 06:01:22] INFO - 0316 | 미래로지스 | 물류회사 배차및 업체관리 사무원 채용 | 15시간 전 등록
[2025-07-21 06:01:22] INFO - 0317 | ㈜와이투에스 모터스 | 인천구월동 용품점에서 셀프카 기사를 구합니다. | 15시간 전 등록
[2025-07-21 06:01:22] INFO - 0318 | ㈜코리아탤리서비스 | 인천항 수.출입 화물 검수 사무직 채용 공고 | 15시간 전 등록
[2025-07-21 06:01:22] INFO - 0319 | ㈜다미누리아이티 | SM. 강남 00생명 시스템 운영 업무 | 15시간 전 등록
[2025-07-21 06:01:22] INFO - 0320 | 영우디비에스㈜ | PLC 프로그램 개발자(미쯔비시, 옴론, 지멘스) 해외근무 구인 | 15시간 전 등록
[2025-07-21 06:01:23] INFO - 0321 | 미래홀딩스㈜ | [평촌서울나우병원] 마케팅 경력직 채용 (전략기획·광고·행사) | 15시간 전 등록
[2025-07-21 06:01:23] INFO - 0322 | 신도청안경백화점 | 2025 하반기 아이프로젝트 채용공고 / 취업축하금 지급 | 15시간 전 등록
[2025-07-21 06:01:23] INFO - 0323 | 글로시드코리아 | [글로시드코리아] E-Business 유통 벤더사 B2B, B2C 영업 MD 채용 | 15시간 전 등록
[2025-07-21 06:01:23] INFO - 0324 | 아이프로젝트안경 안동점 | 2025 하반기 아이프로젝트 채용공고 / 취업축하금 지급 | 15시간 전 등록
[2025-07-21 06:01:23] INFO - 0325 | ㈜알에이엠씨 | 로얄동물메디컬센터 야간근무 동물보건사(수의테크니션) 모집 | 15시간 전 등록
[2025-07-21 06:01:23] INFO - 0326 | 아이프로젝트안경 구미확장단지점 | 2025 하반기 아이프로젝트 채용공고 / 취업 축하금 지급 | 15시간 전 등록
[2025-07-21 06:01:23] INFO - 0327 | 케이엘이에스 | 인도네시아 파견 설비 유지보수 전문가 모집 | 15시간 전 등록
[2025-07-21 06:01:24] INFO - 0328 | 제이아이앤씨 | [프리랜서] 의류 숏폼 영상 제작자 | 15시간 전 등록
[2025-07-21 06:01:24] INFO - 0329 | 휴대폰 두정점 | 휴대폰판매사원모집/월400가능 천안아산 기업형 통신매장 아직 모르세요 | 15시간 전 등록
[2025-07-21 06:01:24] INFO - 0330 | 어질인 | 어질인 바리스타를 모십니다 | 15시간 전 등록
[2025-07-21 06:01:24] INFO - 0331 | 대운월드와이드㈜도토리 | [도토리 로스터스] 경력 바리스타 채용 | 15시간 전 등록
[2025-07-21 06:01:24] INFO - 0332 | (주)벽제알앤에프 | 벽제갈비 더청담 그릴러(영업부) 오후타임가능, | 15시간 전 등록
[2025-07-21 06:01:24] INFO - 0333 | 오디하이텍㈜ | 기술영업 터치모니터 | 15시간 전 등록
[2025-07-21 06:01:25] INFO - 0334 | 아이 프로젝트(EYE PROJECT) 기업도시점 | 2025 하반기 아이프로젝트 채용공고 / 취업축하금 지급 | 15시간 전 등록
[2025-07-21 06:01:25] INFO - 0335 | ㈜더마크 | [부동산개발업] 회계/세무/경영지원/경리 정규직원 모집 [경력] | 15시간 전 등록
[2025-07-21 06:01:25] INFO - 0336 | 앨리브라이덜 | 웨딩 토탈샵 상담업무(웨딩플래너) 팀장급 구합니다 | 15시간 전 등록
[2025-07-21 06:01:25] INFO - 0337 | 풀무원식품㈜ | 외동(부산방향)휴게소 조리 부실장 채용공고 | 15시간 전 등록
[2025-07-21 06:01:25] INFO - 0338 | (유)에이치엔비 | 퍼니스 Cafe&Lounge 주방 조리사 모집합니다. | 15시간 전 등록
[2025-07-21 06:01:25] INFO - 0339 | ㈜주빈엔지니어링 | 물리탐사 (GPR탐사) 및 지질,지반조사 분야 직원 채용 공고 | 15시간 전 등록
[2025-07-21 06:01:25] INFO - 0340 | 강서구립등빛도서관 | (서울)(주말)강서구립등빛도서관 시간제근로자(초단시간) 채용 공고 | 15시간 전 등록
[2025-07-21 06:01:26] INFO - 0341 | 디에이치 퍼스티어 아이파크 생활지원센터 | 디에이치퍼스티어아이파크 [커뮤니티센터] 운영주임 구인 | 15시간 전 등록
[2025-07-21 06:01:26] INFO - 0342 | 웰킨두피 미금점 | 웰킨두피탈모센터(분당미금점) 두피관리 신입직원/경력직원/경력 상담팀장 | 15시간 전 등록
[2025-07-21 06:01:26] INFO - 0343 | ㈜에스디인터내셔날나인블럭미음나루점 | [9BLOCK]나인블럭 미음나루점 바리스타 및 아르바이트 채용 | 15시간 전 등록
[2025-07-21 06:01:26] INFO - 0344 | 미니멀리스트 | [정부지원금] 바이리네 현대백화점 판매, 매장관리(더현대서울, 미아점) | 15시간 전 등록
[2025-07-21 06:01:26] INFO - 0345 | 노만주의 | [고양] 노만주의 바리스타 채용 | 15시간 전 등록
[2025-07-21 06:01:26] INFO - 0346 | ㈜에스제이유통 | 금산 세종마트 정육코너 양념육 판매사원 모집(월6회 휴무) | 15시간 전 등록
[2025-07-21 06:01:27] INFO - 0347 | 케익하우스 델리 | 인천 델리제과점 제과제빵사 ㅡ 제과제빵 배우신분 연락 | 15시간 전 등록
