[2025-07-28 06:00:01] INFO - 🔧 Logging initialized
[2025-07-28 06:00:03] INFO - Loading faiss.
[2025-07-28 06:00:03] INFO - Successfully loaded faiss.
[2025-07-28 06:00:03] INFO - Failed to load GPU Faiss: name 'GpuIndexIVFFlat' is not defined. Will not load constructor refs for GPU indexes. This is only an error if you're trying to use GPU Faiss.
[2025-07-28 06:00:03] INFO - 프로그램 시작됨
[2025-07-28 06:00:03] INFO - 
🚀 크롤러 실행 시도 1/3
[2025-07-28 06:00:19] INFO - 🔢 총 공고 수: 173347건 → 최대 페이지 수: 3467 페이지
[2025-07-28 06:00:19] INFO - 
📄 현재 페이지: 1
[2025-07-28 06:00:19] INFO - 0001 | ㈜에이치앤티아웃소싱시스템 | [월276만/수도권] SK Telecom 고객센터 정규직 사원 모집(신입 / 경력) | 3시간 전 등록
[2025-07-28 06:01:07] INFO - 0169 | 빵백화점 | 대형 베이커리 카페 [빵백화점 계양구청점] 홀 야간 직원 공개 채용 | 10시간 전 등록
[2025-07-28 06:01:07] INFO - 0170 | 빵백화점 | 대형 베이커리 카페 [빵백화점 계양구청점] 홀 직원 공개 채용 | 10시간 전 등록
[2025-07-28 06:01:07] INFO - 0171 | 꼰떼넨떼 더 광교 | [광교] 이탈리아 레스토랑 꼰떼넨떼 3호점 홀 서비스(신입 및 경력) | 10시간 전 등록
[2025-07-28 06:01:07] INFO - 0172 | ㈜렌볼 | [렌볼] 바리스타 정규직 채용 (경력무관) | 10시간 전 등록
[2025-07-28 06:01:08] INFO - 0173 | ㈜렌볼 | [렌볼] 바리스타 신입 채용 | 10시간 전 등록
[2025-07-28 06:01:08] INFO - 0174 | ㈜나인박스 | [나인박스] 디자인팀 디자이너 채용 | 10시간 전 등록
[2025-07-28 06:01:08] INFO - 0175 | 서교난면방 | 2025 미쉐린 빕구르망, 서교난면방(한식, 국수) 동료 요리사를 찾습니다 | 10시간 전 등록
[2025-07-28 06:01:08] INFO - 0176 | 쿠우쿠우 시흥배곧점 | 쿠우쿠우 시흥배곧점에서 주방 직원을 모집합니다. | 10시간 전 등록
[2025-07-28 06:01:08] INFO - 0177 | ㈜디엔트런스 | [(주) 디엔트런스] 25년 인테리어 디자인ㅣ현장소장 직군 경력직 상시 채용 | 10시간 전 등록
[2025-07-28 06:01:09] INFO - 0178 | 주식회사 고메 | 고메스퀘어 평택고덕점에서 샐러드 파트 직원 구인합니다. | 10시간 전 등록
[2025-07-28 06:01:09] INFO - 0179 | 이엘세무회계 공인회계사 세무사 김경환 | 젊고 밝은 사무실에서 세무 경력직 구인합니다 (재택근무) | 10시간 전 등록
[2025-07-28 06:01:09] INFO - 0180 | 스시유 여의도점 | [일식당] 스시유 삼성본점에서 주방 직원 모십니다. | 10시간 전 등록
[2025-07-28 06:01:09] INFO - 0181 | ㈜디에이건설 | 보건관리자 채용 | 10시간 전 등록
[2025-07-28 06:01:09] INFO - 0182 | ㈜브라우니웍스 | [브라우니 70] 제빵사 모집 (경력없어도 좋아요) | 10시간 전 등록
[2025-07-28 06:01:10] INFO - 0183 | 리브리드 | 리브리드 (Rebreathe) 정규직 채용 - Backend & Blockchain 개발 | 10시간 전 등록
[2025-07-28 06:01:10] INFO - 0184 | 알라또레 | (홀 스텝 모집) 홍대 AL NUOVO 브런치 카페 홀 정규직 스텝 | 10시간 전 등록
[2025-07-28 06:01:10] INFO - 0185 | 알라또레 | (카페 스텝 모집) 홍대 카페 AL NUOVO 카페 바리스타 및 정규직 스텝 모집 | 10시간 전 등록
[2025-07-28 06:01:10] INFO - 0186 | 만애옥 한정식 송파가락시장본점 | 세미한정식 홀 경력풍부한 매니저모집 | 10시간 전 등록
[2025-07-28 06:01:10] INFO - 0187 | 우드팩커 | 우드팩커에서 맞춤가구 시공 파트너팩커를 모집합니다. | 10시간 전 등록
[2025-07-28 06:01:11] INFO - 0188 | ㈜하이렌터카 | [하이렌터카] 김포공항지점 배반차 사원 채용 | 10시간 전 등록
[2025-07-28 06:01:11] INFO - 0189 | ㈜하이렌터카 | [하이렌터카] 김해공항지점 배반차 사원 채용 | 10시간 전 등록
[2025-07-28 06:01:11] INFO - 0190 | ㈜지화자 지화자 청운점 | 정규직 조리 조리사 모집 | 10시간 전 등록
[2025-07-28 06:01:11] INFO - 0191 | 인카금융서비스㈜ | [구로디지털단지] 인카금융서비스(주) 소율사업단 계약관리부 총무님 모집 | 10시간 전 등록
[2025-07-28 06:01:12] INFO - 0192 | ㈜유컴스 | 여행사 렌트카 예약실(영어 필수) 사원 모집 | 10시간 전 등록
[2025-07-28 06:01:12] INFO - 0193 | ㈜제주왕 | 여행사 렌트카 예약실 사원 모집 | 10시간 전 등록
[2025-07-28 06:01:12] INFO - 0194 | ㈜홀라인 | [홀라인 제주 평대점 스태프] 의류, 아웃도어 편집샵, 캠핑 매장 | 10시간 전 등록
[2025-07-28 06:01:12] INFO - 0195 | 에브리어스 | [정책자금 컨설팅 영업자 모집] 프리랜서 · 조직장 환영 / B2B 파트너 | 10시간 전 등록
[2025-07-28 06:01:12] INFO - 0196 | 바리에가타 명동 주식회사 | 명동 이탈리안 레스토랑 바리에가타 주말 홀 서빙 모집합니다. | 10시간 전 등록
[2025-07-28 06:01:12] INFO - 0197 | ㈜닉센 | 남양주 닉센 베이커리카페 - 베이커리 직원 모집 | 10시간 전 등록
[2025-07-28 06:01:13] INFO - 0198 | 장원에이스갤러리 | [에이스침대 에이스 스퀘어 대전동구점] 판매 및 매장관리 사원 모집 | 11시간 전 등록
[2025-07-28 06:01:13] INFO - 0199 | 메종 파이프그라운드 | 광화문 파이프그라운드 주방 스텝 채용 주 48시간 / 300만 | 11시간 전 등록
[2025-07-28 06:01:13] INFO - 0200 | 메종 파이프그라운드 | 파이프그라운드 서울숲 홀 주말 파트타이머 모집 (서빙,커피)시급 13,000 | 11시간 전 등록
[2025-07-28 06:01:13] INFO - ⏱ 1.63초 대기
[2025-07-28 06:01:15] INFO - 
📄 현재 페이지: 5
[2025-07-28 06:01:16] INFO - 0201 | 메종 파이프그라운드 | 파이프그라운드 서울숲 홀 주말 파트타이머 모집 (서빙,커피)시급 13,000 | 11시간 전 등록
[2025-07-28 06:01:16] INFO - 0202 | 메종 파이프그라운드 | 파이프그라운드 서울숲 홀 스텝 모집(서빙, 커피) 주 48시간 월275만 | 11시간 전 등록
[2025-07-28 06:01:16] INFO - 0203 | 메종 파이프그라운드 | 서울숲 파이프그라운드 주방 스텝 채용 주 48시간 / 300만 | 11시간 전 등록
[2025-07-28 06:01:16] INFO - 0204 | 르노코리아자동차서비스코너 파주금촌점 | (주)티스테이션파주교하점 정비기사채용(경력) | 11시간 전 등록
[2025-07-28 06:01:16] INFO - 0205 | 르노코리아자동차서비스코너 파주금촌점 | (주)파주자동차정비검사소 정비기사채용(신/경력) | 11시간 전 등록
[2025-07-28 06:01:17] INFO - 0206 | ㈜인천영종도하늘과바다호텔 | 호텔, 하늘과바다 예약실 인원 모집합니다. | 11시간 전 등록
[2025-07-28 06:01:17] INFO - 0207 | ㈜듀플릿 | 듀플릿 소속브랜드 캐버린하우스 디저트 제과제빵사 모집 | 11시간 전 등록
[2025-07-28 06:01:17] INFO - 0208 | 오어스 | 한식비스트로 오어스(OARS] 정규직원 채용공고 | 11시간 전 등록
[2025-07-28 06:01:17] INFO - 0209 | 주식회사 판촉사랑 | [야근 없음] (주)판촉사랑 전화 상담 직원(인바운드) 모집 | 11시간 전 등록
[2025-07-28 06:01:18] INFO - 0210 | 보람상조피플㈜ | 보람상조피플(주) 성수본사 관리자후보 특별채용 | 11시간 전 등록
[2025-07-28 06:01:18] INFO - 0211 | 성준정보통신 | 증권회사 권리청약 분석/설계 개발자 모집 | 11시간 전 등록
[2025-07-28 06:01:18] INFO - 0212 | 르노코리아자동차서비스코너 파주금촌점 | 르노코리아서비스 파주금촌점 정비기사채용(신입/경력) | 11시간 전 등록
[2025-07-28 06:01:18] INFO - 0213 | 중소기업기술경영연구소 | 영상제작 및 관리 해외 촬영 | 11시간 전 등록
[2025-07-28 06:01:18] INFO - 0214 | 중소기업기술경영연구소 | 법인영업 컨설턴트 중소기업 컨설팅 업계 최고 대우로 모십니다. | 11시간 전 등록
[2025-07-28 06:01:19] INFO - 0215 | 비바네이처 | 농생명과학 스타트업 기후위기 극복 육종 R&D | 11시간 전 등록
[2025-07-28 06:01:19] INFO - 0216 | ㈜씨엘라이트 | 해외 명품매장 조명 영업 관리.영업 지원. 수입 통관 물류 업무 | 11시간 전 등록
[2025-07-28 06:01:19] INFO - 0217 | 비에이치로지스틱스㈜ | 배송 납품 기사 | 11시간 전 등록
[2025-07-28 06:01:19] INFO - 0218 | 바이민성형외과의원 | [바이민성형외과] 수술방 직원 모집합니다. 신규/경력 무관 | 11시간 전 등록
[2025-07-28 06:01:19] INFO - 0219 | 유월 세무회계 | 유월 세무회계에서 기장 세무회계 커리어를 시작할 직원분을 모집합니다 | 11시간 전 등록
[2025-07-28 06:01:20] INFO - 0220 | 붓처스컷 삼성점 | 월9회휴무)드라이 에이징 스테이크 하우스 붓처스컷 삼성점 키친 직원 채용 | 11시간 전 등록
[2025-07-28 06:01:20] INFO - 0221 | ㈜매드교육 | (주)매드교육 매드매스 수학학원 데스크 선생님 모집(2관 확장) | 11시간 전 등록
[2025-07-28 06:01:20] INFO - 0222 | 셰익스비어 | 영국식 펍 부 매니저 | 11시간 전 등록
[2025-07-28 06:01:20] INFO - 0223 | 고설우 삼성점 | [삼성동 한우레스토랑] 홀 매니저, 사원 모십니다. | 11시간 전 등록
[2025-07-28 06:01:21] INFO - 0224 | 킥커피 | 제주 노형동 킥커피(KICK COFFEE) 바리스타 구인(주4일) | 11시간 전 등록
[2025-07-28 06:01:21] INFO - 0225 | 모바이오 인천송도점 | 인천 송도 두피관리사 주5일 연차 12개 기본급 240이상 휴가 제공 | 11시간 전 등록
[2025-07-28 06:01:21] INFO - 0226 | ㈜청가람 사월에보리밥 | 기흥ak사월에 보리밥 주방정직원 구합니다 | 12시간 전 등록
[2025-07-28 06:01:21] INFO - 0227 | 한국정보보안교육원㈜ | 함께 성장할 수 있는 정보보안 컨설턴트 | 12시간 전 등록
[2025-07-28 06:01:21] INFO - 0228 | 꾸우삼 | 남악 꾸우삼에서 주방 조리 가능하신분 모십니다 | 12시간 전 등록
[2025-07-28 06:01:22] INFO - 0229 | 베이커리 차차 | 베이커리차차에서 제빵사 모집합니다.. | 12시간 전 등록
[2025-07-28 06:01:22] INFO - 0230 | 로얄튼너싱홈 | 로얄튼너싱홈 요양원에서 요양보호사 선생님을 모십니다. | 12시간 전 등록
[2025-07-28 06:01:22] INFO - 0231 | 크레이지카츠 | 하남 신세계 스타필드 [크레이지카츠] 주방 직원, 주방보조 모집 | 12시간 전 등록
[2025-07-28 06:01:22] INFO - 0232 | ㈜25도씨 | 발효를 기반으로 한 컨템포러리 한식 레스토랑 남산동곳간 신입 채용 | 12시간 전 등록
[2025-07-28 06:01:22] INFO - 0233 | 은쇼쿠 | 청라 일식당 은쇼쿠 주5일 주방 직원 채용 | 12시간 전 등록
[2025-07-28 06:01:23] INFO - 0234 | 더우바이에스티티 | [주5일/월300이상] 한우오마카세 더우 주방관리자 채용 | 12시간 전 등록
[2025-07-28 06:01:23] INFO - 0235 | 페이신 이스트폴점 | [페이신 구의점] 중식당에서 홀 파트타이머 모십니다. | 12시간 전 등록
[2025-07-28 06:01:23] INFO - 0236 | 페이신 이스트폴점 | [페이신 구의점] 중식당에서 점장님 모십니다 | 12시간 전 등록
[2025-07-28 06:01:23] INFO - 0237 | 자연드림 생산기업 협동조합 | 매장관리 오픈마감준비, 서빙, 서비스업무전반 | 12시간 전 등록
[2025-07-28 06:01:23] INFO - 0238 | ㈜에코에이스 | 에코버 온라인 쇼핑몰 담당 MD 모집 (교대역 사무실 근무) | 12시간 전 등록
[2025-07-28 06:01:24] INFO - 0239 | 페이퍼미러 | 사진촬영 작가 모집 | 12시간 전 등록
[2025-07-28 06:01:24] INFO - 0240 | 24시 이음동물의료센터 | 24시 동탄 이음동물의료센터 원무과(리셉션) 구인 | 12시간 전 등록
[2025-07-28 06:01:24] INFO - 0241 | ㈜필그림소프트 | 가산동.IT잡매니저.신입-대리.1명 | 12시간 전 등록
[2025-07-28 06:01:24] INFO - 0242 | 비뗄로 소띠 | 이탈리안 레스토랑 비텔로소띠 에서 홀 서비스 팀원 (경력/신입) 구합니다. | 12시간 전 등록
[2025-07-28 06:01:24] INFO - 0243 | 미미디자인 | 물류매니저 정규직 주니어급 | 12시간 전 등록
[2025-07-28 06:01:25] INFO - 0244 | 업투미 | 연남동 호주 업투미에서 주방 직원 구인합니다. | 12시간 전 등록
[2025-07-28 06:01:25] INFO - 0245 | ㈜베이비파스텔(서울 목동점) | 스튜디오 고객 헤어/메이크업 직원채용 | 12시간 전 등록
[2025-07-28 06:01:25] INFO - 0246 | ㈜아베끄 | Avecque Cheongdam(아베크 청담)에서 홀직원, 파트타이머를 모집합니다. | 12시간 전 등록
[2025-07-28 06:01:25] INFO - 0247 | 페이신 이스트폴점 | [페이신 구의점] 중식당에서 홀 사원 모십니다 | 12시간 전 등록
[2025-07-28 06:01:26] INFO - 0248 | ㈜와이어드 | 와이어드 월수금 마감 알바, 토일 오픈 알바 구합니다. | 12시간 전 등록
[2025-07-28 06:01:26] INFO - 0249 | 대훈기획 | [대훈기획] 함께하실 경력(8년이상) 편집디자이너를 모십니다. | 12시간 전 등록
[2025-07-28 06:01:26] INFO - 0250 | 보람상조피플 주식회사 | 지점장(관리직) 후보 / 보람상조피플(주) | 12시간 전 등록
[2025-07-28 06:01:26] INFO - ✅ 5페이지마다 CSV 저장 완료 (총 250건)
[2025-07-28 06:01:26] INFO - ⏱ 2.30초 대기
[2025-07-28 06:01:29] INFO - 
📄 현재 페이지: 6
[2025-07-28 06:01:30] INFO - 0251 | 보람상조피플 주식회사 | 보람상조피플 성수본사-리빙플래너 | 12시간 전 등록
[2025-07-28 06:01:30] INFO - 0252 | ㈜다미누리아이티 | SI. 00 기업 교육 정보시스템 DBA | 12시간 전 등록
[2025-07-28 06:01:30] INFO - 0253 | 무제오 | 뱅뱅사거리 한식 MUSEO와 같이 함께 할 매니져 및 서비팀을 모집합니다. | 12시간 전 등록
[2025-07-28 06:01:30] INFO - 0254 | 다이닝원 동탄직영점 | 다이닝원 동탄점에서 주방 / 알바,직원 근무자를 모집합니다. | 12시간 전 등록
[2025-07-28 06:01:30] INFO - 0255 | 나인블럭신갈점 | [9BLOCK COFFEE] 나인블럭 신갈점 신입 바리스타 채용 | 12시간 전 등록
[2025-07-28 06:01:31] INFO - 0256 | ㈜다미누리아이티 | SI. 00 기업 교육정보시스템 개발 | 12시간 전 등록
[2025-07-28 06:01:31] INFO - 0257 | 데이뷰의원 여의도 | [도보 1분] 데이뷰의원 여의도 진료팀(간호,피부) 채용 공고 | 12시간 전 등록
[2025-07-28 06:01:31] INFO - 0258 | ㈜밀리어스 | K-beauty 를 같이 이끌 화장품 BM 찾아요 | 12시간 전 등록
[2025-07-28 06:01:31] INFO - 0259 | 그랜드샤브 | 매장 경력/신입/알바 모집 [그랜드샤브] | 12시간 전 등록
[2025-07-28 06:01:32] INFO - 0260 | ㈜밀리어스 | 뛰어난 컨텐츠 마케터를 찾아요 | 13시간 전 등록
[2025-07-28 06:01:32] INFO - 0261 | ㈜에버조이 | [에버조이] 인하우스 마케터 정규직 채용(주34시간 근무제) | 13시간 전 등록
[2025-07-28 06:01:32] INFO - 0262 | 담소요 | 담소요 카페 보조 주말 풀타임 모집 공고 | 13시간 전 등록
[2025-07-28 06:01:32] INFO - 0263 | 담소요 | 담소요 바리스타 보조 파트 타임 구인 공고 | 13시간 전 등록
[2025-07-28 06:01:32] INFO - 0264 | 월드SM | 초보남녀 신입, 영등포구( 초보팀원, 광고홍보 경영팀/기획팀) | 13시간 전 등록
[2025-07-28 06:01:33] INFO - 0265 | 제이아이앤씨 | 여성 쇼핑몰 피팅 모델 구인 | 13시간 전 등록
[2025-07-28 06:01:33] INFO - 0266 | 크레이지카츠 | 고덕 아이파크 리버몰 [크레이지카츠] 홀직원&홀 파트타임 모집 | 13시간 전 등록
[2025-07-28 06:01:33] INFO - 0267 | ㈜셀러브리지 | 상업용 공실 매칭 PropTech 스타트업, 공간 유치 담당자 채용 | 13시간 전 등록
[2025-07-28 06:01:33] INFO - 0268 | 힘쎈 사람들 | 광고대행 업무 담당자 모집 | 13시간 전 등록
[2025-07-28 06:01:33] INFO - 0269 | 이혜정S&M학원 | [정규직 - 수학] 초/중/고등부 강사 채용 | 13시간 전 등록
[2025-07-28 06:01:34] INFO - 0270 | ㈜한듬레포츠 | 안내 접수 데스크 정규직 채용공고 주5일 | 13시간 전 등록
[2025-07-28 06:01:34] INFO - 0271 | ㈜코드블루 | 코드블루 응급환자이송 1급.2급 응급구조사, 간호사 모집 합니다. | 13시간 전 등록
[2025-07-28 06:01:34] INFO - 0272 | 남주희음악연구소 | 남주희음악연구소에서 분당 서현역 음악학원 강사님을 모집합니다.(분당서 | 13시간 전 등록
[2025-07-28 06:01:34] INFO - 0273 | 이혜정S&M학원 | [정규직 - 과학] 초/중/고등부 강사 채용 | 13시간 전 등록
[2025-07-28 06:01:34] INFO - 0274 | ㈜무아스 | 해외영업-글로벌 채널 코스트코 아마존 영업관리 | 13시간 전 등록
[2025-07-28 06:01:35] INFO - 0275 | 리마크영어국어학원 | 미사지역 영어학원에서 함께 일 할 조교 구합니다 | 13시간 전 등록
[2025-07-28 06:01:35] INFO - 0276 | ㈜제이엔에프 | [ 홀 FOH ] 이탈리안 재패니즈 다이닝 `로쿄 ROKYO` 팀원 모집 | 13시간 전 등록
[2025-07-28 06:01:35] INFO - 0277 | 꼼꼬미크린 | 야간 정기 청소 꼼꼬미크린(주) 팀장 및 팀원 정직원 추가모집 | 13시간 전 등록
[2025-07-28 06:01:35] INFO - 0278 | 가네끼 | 평촌 가네끼 이코 홀 매니저 구인 | 13시간 전 등록
[2025-07-28 06:01:35] INFO - 0279 | 지오쿠치나 | 수내역 이탈리안레스토랑 [지오쿠치나 수내본점] 주방 셰프 모집 | 13시간 전 등록
[2025-07-28 06:01:36] INFO - 0280 | 정온한 | 송도 정온한 홀 서빙 정직원 모집 | 13시간 전 등록
[2025-07-28 06:01:36] INFO - 0281 | 어반동물병원 | 수의간호테크니션 주 3.8일 근무하실 분 모십니다 | 13시간 전 등록
[2025-07-28 06:01:36] INFO - 0282 | ㈜바틀 | AI 기반 풀스택 자동화를 함께 이끌 실전형 DevOps 겸 개발자 모집 | 13시간 전 등록
[2025-07-28 06:01:36] INFO - 0283 | 영등포시범a우편취급국 | 우편취급국 접수 | 13시간 전 등록
[2025-07-28 06:01:37] INFO - 0284 | 아이오틱스 | LED조명 구경하는집 영업실장 채용(대구지역)[주2회휴무] | 13시간 전 등록
[2025-07-28 06:01:37] INFO - 0285 | 아이오틱스 | LED조명 구경하는집 영업실장 채용(부산지역)[주2회휴무] | 13시간 전 등록
[2025-07-28 06:01:37] INFO - 0286 | 신화케이푸드 세종긴자 | [주5일] 프리미엄 일식 긴자 청주점 영업부 관리자/캐셔 모집 | 13시간 전 등록
[2025-07-28 06:01:37] INFO - 0287 | 회계법인리안 | 세무회계 기장 세무대리직원 채용 | 13시간 전 등록
[2025-07-28 06:01:37] INFO - 0288 | 케이엠손해사정㈜ | KM손해사정 대전/세종지사 1종 손해사정 대물/재물 경력/신입 조사자 채용 | 13시간 전 등록
[2025-07-28 06:01:38] INFO - 0289 | 서울옥 | 객실 룸메이드 | 13시간 전 등록
[2025-07-28 06:01:38] INFO - 0290 | ㈜디지털조이 | 2025년 AI개발/연구개발분야 정규직/인턴 직원 채용 | 13시간 전 등록
[2025-07-28 06:01:38] INFO - 0291 | 노란우체통 대공원지점 | 카페 노란우체통에서 바리스타 마감 직원을 모집합니다. | 13시간 전 등록
[2025-07-28 06:01:38] INFO - 0292 | ㈜에이치티에스호텔앤푸드 | [힛더스팟] 관악점 힛더스팟 베이커리카페 제과, 제빵사모집 | 13시간 전 등록
[2025-07-28 06:01:38] INFO - 0293 | 모먼트 | 꾸준히 성장하고 있는 모먼트에서 영상편집 크루원을 찾습니다. | 13시간 전 등록
[2025-07-28 06:01:38] INFO - 0294 | ㈜아이템풀코리아 | [교대역] 헤드오피스교대점 매니저 모집 서비스직 유경험자 초보환영 | 13시간 전 등록
[2025-07-28 06:01:39] INFO - 0295 | 프리디크의원 | 신입 간호조무사 채용(주5/주4) | 13시간 전 등록
[2025-07-28 06:01:39] INFO - 0296 | 골디스 | 카페 골디스에서 바리스타 채용합니다. | 13시간 전 등록
[2025-07-28 06:01:39] INFO - 0297 | 청담엔샤인의원 | [청담동(압구정로데오역)/총괄실장/피부과]총괄실장님 모집합니다. | 13시간 전 등록
[2025-07-28 06:01:39] INFO - 0298 | 딜라이트 | 딜라이트 주방 마감 모집 | 13시간 전 등록
[2025-07-28 06:01:40] INFO - 0299 | 픽스가드 | 자동차 매장 SNS용 사진,동영상 촬영(보조) &사무보조 정규직모집 | 13시간 전 등록
[2025-07-28 06:01:40] INFO - 0300 | 청담엔샤인의원 | [청담동(압구정로데오역)/중국어코디/피부과]중국어코디 선생님 모집합니다 | 14시간 전 등록
[2025-07-28 06:01:40] INFO - ⏱ 3.25초 대기
[2025-07-28 06:01:43] INFO - 
📄 현재 페이지: 7
[2025-07-28 06:01:44] INFO - 0301 | 청담엔샤인의원 | [청담동(압구정로데오역)/피부관리사/피부과]피부관리사 선생님 모집합다. | 14시간 전 등록
[2025-07-28 06:01:44] INFO - 0302 | ㈔더온전히 | 2025년 하반기 KOICA ODA 사업수행기관 영프로페셔널(YP) 채용 | 14시간 전 등록
[2025-07-28 06:01:44] INFO - 0303 | 메가타임홀딩스 | 수행비서,무역,중국어 가능자 | 14시간 전 등록
[2025-07-28 06:01:45] INFO - 0304 | 스시 아리아 | 스시아리아 스시오마카세(여의도) 주방 직원 모집 | 14시간 전 등록
[2025-07-28 06:01:45] INFO - 0305 | 스시 아리아 | 스시아리아(여의도) 주방직원 모십니다 | 14시간 전 등록
[2025-07-28 06:01:45] INFO - 0306 | 아름다운의원 | [건대입구역/2개월간/주5일(주35-36시간)/피부과]피부관리사 모집 | 14시간 전 등록
[2025-07-28 06:01:45] INFO - 0307 | 애디즈㈜ (ATEZ Co.,Ltd) | AI 중개사 플랫폼 벤더 모집·관리 담당자 | 14시간 전 등록
[2025-07-28 06:01:45] INFO - 0308 | ㈜여덟끼니 | [커스텀잇 스테이스 하우스] 홀 서비스 부매니저 구인 공고 | 14시간 전 등록
[2025-07-28 06:01:46] INFO - 0309 | ㈜여덟끼니 | [커스텀잇 스테이스 하우스] 홀 서비스 인력 채용 공고 | 14시간 전 등록
[2025-07-28 06:01:46] INFO - 0310 | ㈜아웃도어파크 | 오디바이크 직영점에서 매장 직원(미케닉)을 모집합니다. | 14시간 전 등록
[2025-07-28 06:01:46] INFO - 0311 | 주식회사 위캔딧 | [월400] 매봉역 순리대로에서 점장님을 모십니다.. | 14시간 전 등록
[2025-07-28 06:01:46] INFO - 0312 | 티와이(TYPC)시스템 | TYPC-사무보조,경리 사무직 채용 | 14시간 전 등록
[2025-07-28 06:01:46] INFO - 0313 | 한국잠사플레이팜 농업회사법인㈜ | 한국잠사박물관 콘텐츠 마케터 채용 | 14시간 전 등록
[2025-07-28 06:01:47] INFO - 0314 | 볼보그룹코리아 | 서울지사 서비스직원 채용 | 14시간 전 등록
[2025-07-28 06:01:47] INFO - 0315 | 태광산업㈜ | 태광산업 가발용섬유(모다크릴) 해외영업 경력직 채용 | 14시간 전 등록
[2025-07-28 06:01:47] INFO - 0316 | 제주신화월드㈜ | [제주신화월드] 테마&워터파크(어트랙션) 단기계약직 부문 채용 | 14시간 전 등록
[2025-07-28 06:01:47] INFO - 0317 | ㈜더몰트하우스컴퍼니 | 양식셰프 더몰트하우스 동탄 [300-330] [숙소o/주차o/신입o] | 14시간 전 등록
[2025-07-28 06:01:47] INFO - 0318 | 모노리스제주파크㈜ | [제주 9.81파크] F&B(조리사) 신입/경력 모집 | 14시간 전 등록
[2025-07-28 06:01:48] INFO - 0319 | 고메브래드 | 여의도 고메브래드 매장판매 바리스타 직원모집 | 14시간 전 등록
[2025-07-28 06:01:48] INFO - 0320 | 다니엘세차 | 젊고 밝은분위기에 융화되서 같이 일하실 주임/대리님 모십니다 | 14시간 전 등록
[2025-07-28 06:01:48] INFO - 0321 | ㈜트로이스세이프티 | 하이닉스 청주현장 훅업 협력사 안전관리원 및 작업지휘자 채용 | 14시간 전 등록
[2025-07-28 06:01:48] INFO - 0322 | ㈜파인슐레산본캠퍼스 | 유. 초등 영어전임강사 및 파트강사 모집 | 14시간 전 등록
[2025-07-28 06:01:48] INFO - 0323 | 블리즈 | [군산/익산/전주] 에이블리 여성의류 쇼핑몰 정규직 피팅모델 | 14시간 전 등록
[2025-07-28 06:01:49] INFO - 0324 | ㈜미스킨 | 생산 총괄관리자 구합니다. | 14시간 전 등록
[2025-07-28 06:01:49] INFO - 0325 | ㈜신한글로벌인재교육원 | 환경ESG 관련 교강사 채용공고 | 14시간 전 등록
[2025-07-28 06:01:49] INFO - 0326 | 머크㈜ | Bioprocessing Project Manager (10년 이상, Hardware/Multiuse, Biopharm) | 14시간 전 등록
[2025-07-28 06:01:49] INFO - 0327 | 더핌컴퍼니㈜ | 레이카운티 커뮤니티센터 시설대리 | 14시간 전 등록
[2025-07-28 06:01:49] INFO - 0328 | 태광산업㈜ | 직물영업팀 수출영업지원 담당 채용 | 14시간 전 등록
[2025-07-28 06:01:50] INFO - 0329 | 태광산업㈜ | 태광산업 홍보실 홍보 및 커뮤니케이션 담당자 채용 | 14시간 전 등록
[2025-07-28 06:01:50] INFO - 0330 | ㈜바르미 심비디움 구의 이스트폴점 | (주)바르미 심비디움 신규직원을 모집합니다. | 14시간 전 등록
[2025-07-28 06:01:50] INFO - 0331 | 릴리브의원 | [압구정역앞//간호파트/피부과]간호파트 추가 모집합니다. | 14시간 전 등록
[2025-07-28 06:01:50] INFO - 0332 | 릴리브의원 | [압구정역앞/피부관리사/인센티브/피부과]관리파트 추가모집합니다. | 14시간 전 등록
[2025-07-28 06:01:51] INFO - 0333 | 릴리브의원 | [압구정역앞/중국/코디네이터/피부과]중국어 코디 구인합니다. | 14시간 전 등록
[2025-07-28 06:01:51] INFO - 0334 | 릴리브의원 | 릴리브의원 인하우스 마케팅 총괄 또는 영상을 담당해줄 분을 모십니다. | 14시간 전 등록
[2025-07-28 06:01:51] INFO - 0335 | 셀리우 | 파인다이닝 레스토랑 Ce Lieu 홀서버 , 소믈리에 채용 | 14시간 전 등록
[2025-07-28 06:01:51] INFO - 0336 | 셀리우 | 파인다이닝 레스토랑 셀리우 주방 콜드, 핫 섹션 요리사 모집합니다. | 14시간 전 등록
[2025-07-28 06:01:51] INFO - 0337 | ㈜트라이씨클 | [LF 계열사] 트라이씨클 하프클럽 여성/남성 의류 브랜드 담당 MD 영입 | 14시간 전 등록
[2025-07-28 06:01:52] INFO - 0338 | 티와이(TYPC)시스템 | 유튜브 신입 숏츠,서브 영상 편집자 모집합니다. 사수o 디자이너o | 14시간 전 등록
[2025-07-28 06:01:52] INFO - 0339 | 에그콜렉티브 | 강남 포토그래퍼, 스냅촬영 작가님 구인합니다. (에그콜렉티브) | 14시간 전 등록
[2025-07-28 06:01:52] INFO - 0340 | 킴스웰니스의원 | [고터역/피부관리파트&간호파트/300만이상]동종업계 최고 대우해드립다. | 14시간 전 등록
[2025-07-28 06:01:52] INFO - 0341 | 킴스웰니스의원 | [고터역/피부과/상담실장&데스크(팀장포함)]동종업계 최고 대우 | 14시간 전 등록
